tag,climate_year,gas_price,co2_price,battery_scale,load_scale,ntc_scale,battery_duration,nuclear_scale,battery_extendable,matrix,scenario_id,output_file,status
bat4x_gas35_co2_80_cy2003_dur4x,2003,35.0,80.0,4,1.0,1.0,4,1.0,False,core,107,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_80_cy2003_dur4x.nc,pending
bat8x_gas35_co2_80_cy2003_dur1x,2003,35.0,80.0,8,1.0,1.0,1,1.0,False,core,108,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_80_cy2003_dur1x.nc,pending
bat8x_gas35_co2_80_cy2003_dur2x,2003,35.0,80.0,8,1.0,1.0,2,1.0,False,core,109,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_80_cy2003_dur2x.nc,pending
bat8x_gas35_co2_80_cy2003_dur3x,2003,35.0,80.0,8,1.0,1.0,3,1.0,False,core,110,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_80_cy2003_dur3x.nc,pending
bat8x_gas35_co2_80_cy2003_dur4x,2003,35.0,80.0,8,1.0,1.0,4,1.0,False,core,111,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_80_cy2003_dur4x.nc,pending
bat1x_gas35_co2_113.4_cy2003_dur1x,2003,35.0,113.4,1,1.0,1.0,1,1.0,False,core,112,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_113.4_cy2003_dur1x.nc,pending
bat1x_gas35_co2_113.4_cy2003_dur2x,2003,35.0,113.4,1,1.0,1.0,2,1.0,False,core,113,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_113.4_cy2003_dur2x.nc,pending
bat1x_gas35_co2_113.4_cy2003_dur3x,2003,35.0,113.4,1,1.0,1.0,3,1.0,False,core,114,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_113.4_cy2003_dur3x.nc,pending
bat1x_gas35_co2_113.4_cy2003_dur4x,2003,35.0,113.4,1,1.0,1.0,4,1.0,False,core,115,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_113.4_cy2003_dur4x.nc,pending
bat2x_gas35_co2_113.4_cy2003_dur1x,2003,35.0,113.4,2,1.0,1.0,1,1.0,False,core,116,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_113.4_cy2003_dur1x.nc,pending
bat2x_gas35_co2_113.4_cy2003_dur2x,2003,35.0,113.4,2,1.0,1.0,2,1.0,False,core,117,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_113.4_cy2003_dur2x.nc,pending
bat2x_gas35_co2_113.4_cy2003_dur3x,2003,35.0,113.4,2,1.0,1.0,3,1.0,False,core,118,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_113.4_cy2003_dur3x.nc,pending
bat2x_gas35_co2_113.4_cy2003_dur4x,2003,35.0,113.4,2,1.0,1.0,4,1.0,False,core,119,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_113.4_cy2003_dur4x.nc,pending
bat4x_gas35_co2_113.4_cy2003_dur1x,2003,35.0,113.4,4,1.0,1.0,1,1.0,False,core,120,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_113.4_cy2003_dur1x.nc,pending
bat4x_gas35_co2_113.4_cy2003_dur2x,2003,35.0,113.4,4,1.0,1.0,2,1.0,False,core,121,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_113.4_cy2003_dur2x.nc,pending
bat4x_gas35_co2_113.4_cy2003_dur3x,2003,35.0,113.4,4,1.0,1.0,3,1.0,False,core,122,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_113.4_cy2003_dur3x.nc,pending
bat4x_gas35_co2_113.4_cy2003_dur4x,2003,35.0,113.4,4,1.0,1.0,4,1.0,False,core,123,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_113.4_cy2003_dur4x.nc,pending
bat8x_gas35_co2_113.4_cy2003_dur1x,2003,35.0,113.4,8,1.0,1.0,1,1.0,False,core,124,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_113.4_cy2003_dur1x.nc,pending
bat8x_gas35_co2_113.4_cy2003_dur2x,2003,35.0,113.4,8,1.0,1.0,2,1.0,False,core,125,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_113.4_cy2003_dur2x.nc,pending
bat8x_gas35_co2_113.4_cy2003_dur3x,2003,35.0,113.4,8,1.0,1.0,3,1.0,False,core,126,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_113.4_cy2003_dur3x.nc,pending
bat8x_gas35_co2_113.4_cy2003_dur4x,2003,35.0,113.4,8,1.0,1.0,4,1.0,False,core,127,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_113.4_cy2003_dur4x.nc,pending
bat1x_gas35_co2_140_cy2003_dur1x,2003,35.0,140.0,1,1.0,1.0,1,1.0,False,core,128,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_140_cy2003_dur1x.nc,pending
bat1x_gas35_co2_140_cy2003_dur2x,2003,35.0,140.0,1,1.0,1.0,2,1.0,False,core,129,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_140_cy2003_dur2x.nc,pending
bat1x_gas35_co2_140_cy2003_dur3x,2003,35.0,140.0,1,1.0,1.0,3,1.0,False,core,130,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_140_cy2003_dur3x.nc,pending
bat1x_gas35_co2_140_cy2003_dur4x,2003,35.0,140.0,1,1.0,1.0,4,1.0,False,core,131,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_140_cy2003_dur4x.nc,pending
bat2x_gas35_co2_140_cy2003_dur1x,2003,35.0,140.0,2,1.0,1.0,1,1.0,False,core,132,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_140_cy2003_dur1x.nc,pending
bat2x_gas35_co2_140_cy2003_dur2x,2003,35.0,140.0,2,1.0,1.0,2,1.0,False,core,133,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_140_cy2003_dur2x.nc,pending
bat2x_gas35_co2_140_cy2003_dur3x,2003,35.0,140.0,2,1.0,1.0,3,1.0,False,core,134,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_140_cy2003_dur3x.nc,pending
bat2x_gas35_co2_140_cy2003_dur4x,2003,35.0,140.0,2,1.0,1.0,4,1.0,False,core,135,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_140_cy2003_dur4x.nc,pending
bat4x_gas35_co2_140_cy2003_dur1x,2003,35.0,140.0,4,1.0,1.0,1,1.0,False,core,136,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_140_cy2003_dur1x.nc,pending
bat4x_gas35_co2_140_cy2003_dur2x,2003,35.0,140.0,4,1.0,1.0,2,1.0,False,core,137,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_140_cy2003_dur2x.nc,pending
bat4x_gas35_co2_140_cy2003_dur3x,2003,35.0,140.0,4,1.0,1.0,3,1.0,False,core,138,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_140_cy2003_dur3x.nc,pending
bat4x_gas35_co2_140_cy2003_dur4x,2003,35.0,140.0,4,1.0,1.0,4,1.0,False,core,139,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_140_cy2003_dur4x.nc,pending
bat8x_gas35_co2_140_cy2003_dur1x,2003,35.0,140.0,8,1.0,1.0,1,1.0,False,core,140,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_140_cy2003_dur1x.nc,pending
bat8x_gas35_co2_140_cy2003_dur2x,2003,35.0,140.0,8,1.0,1.0,2,1.0,False,core,141,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_140_cy2003_dur2x.nc,pending
bat8x_gas35_co2_140_cy2003_dur3x,2003,35.0,140.0,8,1.0,1.0,3,1.0,False,core,142,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_140_cy2003_dur3x.nc,pending
bat8x_gas35_co2_140_cy2003_dur4x,2003,35.0,140.0,8,1.0,1.0,4,1.0,False,core,143,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_140_cy2003_dur4x.nc,pending
bat1x_gas18_co2_80_cy2009_dur1x,2009,18.0,80.0,1,1.0,1.0,1,1.0,False,core,144,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_80_cy2009_dur1x.nc,pending
bat1x_gas18_co2_80_cy2009_dur2x,2009,18.0,80.0,1,1.0,1.0,2,1.0,False,core,145,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_80_cy2009_dur2x.nc,pending
bat1x_gas18_co2_80_cy2009_dur3x,2009,18.0,80.0,1,1.0,1.0,3,1.0,False,core,146,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_80_cy2009_dur3x.nc,pending
bat1x_gas18_co2_80_cy2009_dur4x,2009,18.0,80.0,1,1.0,1.0,4,1.0,False,core,147,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_80_cy2009_dur4x.nc,pending
bat2x_gas18_co2_80_cy2009_dur1x,2009,18.0,80.0,2,1.0,1.0,1,1.0,False,core,148,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_80_cy2009_dur1x.nc,pending
bat2x_gas18_co2_80_cy2009_dur2x,2009,18.0,80.0,2,1.0,1.0,2,1.0,False,core,149,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_80_cy2009_dur2x.nc,pending
bat2x_gas18_co2_80_cy2009_dur3x,2009,18.0,80.0,2,1.0,1.0,3,1.0,False,core,150,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_80_cy2009_dur3x.nc,pending
bat2x_gas18_co2_80_cy2009_dur4x,2009,18.0,80.0,2,1.0,1.0,4,1.0,False,core,151,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_80_cy2009_dur4x.nc,pending
bat4x_gas18_co2_80_cy2009_dur1x,2009,18.0,80.0,4,1.0,1.0,1,1.0,False,core,152,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_80_cy2009_dur1x.nc,pending
bat4x_gas18_co2_80_cy2009_dur2x,2009,18.0,80.0,4,1.0,1.0,2,1.0,False,core,153,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_80_cy2009_dur2x.nc,pending
bat4x_gas18_co2_80_cy2009_dur3x,2009,18.0,80.0,4,1.0,1.0,3,1.0,False,core,154,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_80_cy2009_dur3x.nc,pending
bat4x_gas18_co2_80_cy2009_dur4x,2009,18.0,80.0,4,1.0,1.0,4,1.0,False,core,155,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_80_cy2009_dur4x.nc,pending
bat8x_gas18_co2_80_cy2009_dur1x,2009,18.0,80.0,8,1.0,1.0,1,1.0,False,core,156,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_80_cy2009_dur1x.nc,pending
bat8x_gas18_co2_80_cy2009_dur2x,2009,18.0,80.0,8,1.0,1.0,2,1.0,False,core,157,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_80_cy2009_dur2x.nc,pending
bat8x_gas18_co2_80_cy2009_dur3x,2009,18.0,80.0,8,1.0,1.0,3,1.0,False,core,158,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_80_cy2009_dur3x.nc,pending
bat8x_gas18_co2_80_cy2009_dur4x,2009,18.0,80.0,8,1.0,1.0,4,1.0,False,core,159,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_80_cy2009_dur4x.nc,pending
bat1x_gas18_co2_113.4_cy2009_dur1x,2009,18.0,113.4,1,1.0,1.0,1,1.0,False,core,160,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_113.4_cy2009_dur1x.nc,pending
bat1x_gas18_co2_113.4_cy2009_dur2x,2009,18.0,113.4,1,1.0,1.0,2,1.0,False,core,161,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_113.4_cy2009_dur2x.nc,pending
bat1x_gas18_co2_113.4_cy2009_dur3x,2009,18.0,113.4,1,1.0,1.0,3,1.0,False,core,162,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_113.4_cy2009_dur3x.nc,pending
